合约代码,更新时间,最新价,成交量,买价一,买量一,卖价一,卖量一,持仓量,成交金额
MA105,14:31:00.0,2246,1059270,2246,379,2247,287,1.02106e+006,2.3823e+009
MA105,14:31:00.500,2246,1059277,2246,377,2247,282,1.02106e+006,2.38231e+009
MA105,14:31:01.0,2247,1059294,2246,378,2247,256,1.02107e+006,2.38235e+009
MA105,14:31:01.500,2248,1059479,2246,442,2248,1154,1.02125e+006,2.38277e+009
MA105,14:31:02.0,2247,1059482,2247,195,2248,1153,1.02125e+006,2.38278e+009
MA105,14:31:02.500,2247,1059482,2247,215,2248,1169,1.02125e+006,2.38278e+009
